cell_id,dataset,condition,realization,order,checkpoint,endpoint,observation
61348508e40d54351613ab14,zsre,R1_learned_ff,0,100,1000,drift,"{""planned_positions"":16256,""references"":{""capoff"":{""ES95_positive_nats"":0.04252304673215419,""ES99_positive_nats"":0.21261523366077098,""count_above_0_1_nats"":29,""definition"":""fractional empirical top1% mean of positive NLL harm; denominator .01*N"",""exceedances_nats"":{""0.01"":30,""0.1"":29,""1.0"":13},""max_positive_nats"":5.079649900209233,""maximum_position"":""w94:p100"",""mean_positive_nats"":0.00212615233660771,""mean_signed_nats"":0.00208363379288067,""zero_positive_n"":16224},""original"":{""ES95_positive_nats"":0.04252304673215419,""ES99_positive_nats"":0.21261523366077098,""count_above_0_1_nats"":29,""definition"":""fractional empirical top1% mean of positive NLL harm; denominator .01*N"",""exceedances_nats"":{""0.01"":30,""0.1"":29,""1.0"":13},""max_positive_nats"":5.079649900209233,""maximum_position"":""w94:p100"",""mean_positive_nats"":0.00212615233660771,""mean_signed_nats"":0.00208363379288067,""zero_positive_n"":16224}},""scored_positions"":16256,""source_sha256"":""2e67327e54b5fb83e765c2320affcf8cfc4fc30b3996eea06105c850609ee524"",""status"":""complete""}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,100,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,100,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,100,unseen_false_fire,"{""evaluated_value"":0.07,""numerator"":7.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.07,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.03431926106727268,""upper"":0.137495147390735},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.03431926106727268,""upper"":0.137495147390735}}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,100,unseen_answer_changed,"{""evaluated_value"":0.07,""numerator"":7.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.07}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,300,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,300,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,300,unseen_false_fire,"{""evaluated_value"":0.06,""numerator"":6.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.06,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.027786123963188192,""upper"":0.1247681544589592},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.027786123963188192,""upper"":0.1247681544589592}}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,300,unseen_answer_changed,"{""evaluated_value"":0.06,""numerator"":6.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.06}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,unseen_false_fire,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631}}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,unseen_answer_changed,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,near_miss,"{""expected_n"":100,""preserved_fraction"":0.86,""preserved_n"":86,""preserved_terminated_fraction"":0.86,""preserved_terminated_n"":86,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":0,""unavailable_n"":0}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,near_miss_bounded,"{""evaluated_value"":0.86,""numerator"":86.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.86}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,near_miss_terminated,"{""evaluated_value"":0.86,""numerator"":86.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.86}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,revision_latest,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,revision_semantic,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,old_record_retired,"{""evaluated_value"":1.0,""numerator"":50.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":1.0}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,new_record_active,"{""evaluated_value"":1.0,""numerator"":50.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":1.0}"
88af67fa5945b642e8ba7974,zsre,R1_learned_ff,0,101,1000,drift,"{""planned_positions"":16256,""references"":{""capoff"":{""ES95_positive_nats"":0.04252304673215419,""ES99_positive_nats"":0.21261523366077098,""count_above_0_1_nats"":29,""definition"":""fractional empirical top1% mean of positive NLL harm; denominator .01*N"",""exceedances_nats"":{""0.01"":30,""0.1"":29,""1.0"":13},""max_positive_nats"":5.079649900209233,""maximum_position"":""w94:p100"",""mean_positive_nats"":0.00212615233660771,""mean_signed_nats"":0.00208363379288067,""zero_positive_n"":16224},""original"":{""ES95_positive_nats"":0.04252304673215419,""ES99_positive_nats"":0.21261523366077098,""count_above_0_1_nats"":29,""definition"":""fractional empirical top1% mean of positive NLL harm; denominator .01*N"",""exceedances_nats"":{""0.01"":30,""0.1"":29,""1.0"":13},""max_positive_nats"":5.079649900209233,""maximum_position"":""w94:p100"",""mean_positive_nats"":0.00212615233660771,""mean_signed_nats"":0.00208363379288067,""zero_positive_n"":16224}},""scored_positions"":16256,""source_sha256"":""2e67327e54b5fb83e765c2320affcf8cfc4fc30b3996eea06105c850609ee524"",""status"":""complete""}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,100,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,100,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,100,unseen_false_fire,"{""evaluated_value"":0.13,""numerator"":13.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.13,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.07757167427240512,""upper"":0.20980351440076428},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.07757167427240512,""upper"":0.20980351440076428}}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,100,unseen_answer_changed,"{""evaluated_value"":0.13,""numerator"":13.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.13}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,300,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,300,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,300,unseen_false_fire,"{""evaluated_value"":0.08,""numerator"":8.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.08,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.041093461484380624,""upper"":0.14998107700948735},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.041093461484380624,""upper"":0.14998107700948735}}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,300,unseen_answer_changed,"{""evaluated_value"":0.08,""numerator"":8.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.08}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,unseen_false_fire,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631}}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,unseen_answer_changed,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,near_miss,"{""expected_n"":100,""preserved_fraction"":0.86,""preserved_n"":86,""preserved_terminated_fraction"":0.86,""preserved_terminated_n"":86,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":0,""reference_truncated_n"":0,""scored_n"":100,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":0,""unavailable_n"":0}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,near_miss_bounded,"{""evaluated_value"":0.86,""numerator"":86.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.86}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,near_miss_terminated,"{""evaluated_value"":0.86,""numerator"":86.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.86}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,revision_latest,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,revision_semantic,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,old_record_retired,"{""evaluated_value"":1.0,""numerator"":50.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":1.0}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,new_record_active,"{""evaluated_value"":1.0,""numerator"":50.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":1.0}"
915f97b05f3fa2a81de09cdf,zsre,R1_learned_ff,0,102,1000,drift,"{""planned_positions"":16256,""references"":{""capoff"":{""ES95_positive_nats"":0.04252304673215419,""ES99_positive_nats"":0.21261523366077098,""count_above_0_1_nats"":29,""definition"":""fractional empirical top1% mean of positive NLL harm; denominator .01*N"",""exceedances_nats"":{""0.01"":30,""0.1"":29,""1.0"":13},""max_positive_nats"":5.079649900209233,""maximum_position"":""w94:p100"",""mean_positive_nats"":0.00212615233660771,""mean_signed_nats"":0.00208363379288067,""zero_positive_n"":16224},""original"":{""ES95_positive_nats"":0.04252304673215419,""ES99_positive_nats"":0.21261523366077098,""count_above_0_1_nats"":29,""definition"":""fractional empirical top1% mean of positive NLL harm; denominator .01*N"",""exceedances_nats"":{""0.01"":30,""0.1"":29,""1.0"":13},""max_positive_nats"":5.079649900209233,""maximum_position"":""w94:p100"",""mean_positive_nats"":0.00212615233660771,""mean_signed_nats"":0.00208363379288067,""zero_positive_n"":16224}},""scored_positions"":16256,""source_sha256"":""2e67327e54b5fb83e765c2320affcf8cfc4fc30b3996eea06105c850609ee524"",""status"":""complete""}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,100,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,100,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,100,unseen_false_fire,"{""evaluated_value"":0.04,""numerator"":4.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.04,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.01566330399154762,""upper"":0.0983707143588792},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.01566330399154762,""upper"":0.0983707143588792}}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,100,unseen_answer_changed,"{""evaluated_value"":0.04,""numerator"":4.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.04}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,300,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,300,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,300,unseen_false_fire,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631}}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,300,unseen_answer_changed,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,1000,LS_terminated,"{""evaluated_value"":0.98,""numerator"":49.0,""planned"":50,""scored"":50,""status"":""complete"",""status_counts"":{""ok"":50},""value"":0.98}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,1000,locality,"{""expected_n"":50,""preserved_fraction"":1.0,""preserved_n"":50,""preserved_terminated_fraction"":0.98,""preserved_terminated_n"":49,""primary_convention"":""DEC-053 bounded exact decoded-text equality, no normalization or termination requirement"",""query_truncated_n"":1,""reference_truncated_n"":1,""scored_n"":50,""secondary_convention"":""same decoded text and neither side truncated"",""status"":""complete"",""truncated_pair_n"":1,""unavailable_n"":0}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,1000,unseen_false_fire,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09,""wilson_evaluated"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631},""wilson_full_inventory"":{""confidence"":0.95,""interpretation"":""descriptive binomial reference; fixed development data/selection and dependent prompts limit population inference"",""lower"":0.04807254000256516,""upper"":0.1622621285271631}}"
4aa4849ba414edab2504f56b,zsre,R1_learned_ff,0,103,1000,unseen_answer_changed,"{""evaluated_value"":0.09,""numerator"":9.0,""planned"":100,""scored"":100,""status"":""complete"",""status_counts"":{""ok"":100},""value"":0.09}"
